base,TID,NAME,WIDTH,HEIGHT,OX,OY,SX,SY,EX,EY
tileinfo,4968,DEMON_HEAD_DARKGRAY_26,32,48,1,1,1000,447,1023,459
tileinfo,4969,DEMON_HEAD_DARKGRAY_27,32,48,0,2,1000,459,1016,469
tileinfo,4970,DEMON_HEAD_DARKGRAY_28,32,48,2,0,0,476,20,488
tileinfo,4971,DEMON_HEAD_LIGHTRED,32,48,4,0,20,476,40,488
tileinfo,4972,DEMON_HEAD_LIGHTRED_1,32,48,0,0,40,476,58,493
tileinfo,4973,DEMON_HEAD_LIGHTRED_2,32,48,1,0,58,476,77,504
tileinfo,4974,DEMON_HEAD_LIGHTRED_3,32,48,0,0,77,476,98,505
tileinfo,4975,DEMON_HEAD_LIGHTRED_4,32,48,4,2,98,476,111,487
tileinfo,4976,DEMON_HEAD_LIGHTRED_5,32,48,5,1,98,487,112,500
tileinfo,4977,DEMON_HEAD_LIGHTRED_6,32,48,6,0,112,476,121,488
tileinfo,4978,DEMON_HEAD_LIGHTRED_7,32,48,1,2,112,488,136,499
tileinfo,4979,DEMON_HEAD_LIGHTRED_8,32,48,2,1,136,476,150,489
tileinfo,4980,DEMON_HEAD_LIGHTRED_9,32,48,6,0,136,489,146,504
tileinfo,4981,DEMON_HEAD_LIGHTRED_10,32,48,2,0,150,476,170,491
tileinfo,4982,DEMON_HEAD_LIGHTRED_11,32,48,4,2,150,491,163,503
tileinfo,4983,DEMON_HEAD_LIGHTRED_12,32,48,4,2,170,476,183,488
tileinfo,4984,DEMON_HEAD_LIGHTRED_13,32,48,4,1,170,488,185,499
tileinfo,4985,DEMON_HEAD_LIGHTRED_14,32,48,1,2,185,476,201,490
tileinfo,4986,DEMON_HEAD_LIGHTRED_15,32,48,6,2,185,490,196,501
tileinfo,4987,DEMON_HEAD_LIGHTRED_16,32,48,3,2,201,476,215,489
tileinfo,4988,DEMON_HEAD_LIGHTRED_17,32,48,0,0,215,476,243,499
tileinfo,4989,DEMON_HEAD_LIGHTRED_18,32,48,0,1,243,476,259,488
tileinfo,4990,DEMON_HEAD_LIGHTRED_19,32,48,3,2,243,488,259,499
tileinfo,4991,DEMON_HEAD_LIGHTRED_20,32,48,2,2,259,476,275,493
tileinfo,4992,DEMON_HEAD_LIGHTRED_21,32,48,5,0,275,476,289,493
tileinfo,4993,DEMON_HEAD_LIGHTRED_22,32,48,2,0,289,476,308,490
tileinfo,4994,DEMON_HEAD_LIGHTRED_23,32,48,7,3,289,490,298,500
tileinfo,4995,DEMON_HEAD_LIGHTRED_24,32,48,2,3,308,476,329,486
tileinfo,4996,DEMON_HEAD_LIGHTRED_25,32,48,2,2,308,486,324,496
tileinfo,4997,DEMON_HEAD_LIGHTRED_26,32,48,1,1,329,476,352,488
tileinfo,4998,DEMON_HEAD_LIGHTRED_27,32,48,0,2,329,488,345,498
tileinfo,4999,DEMON_HEAD_LIGHTRED_28,32,48,2,0,352,476,372,488
tileinfo,5000,DEMON_HEAD_LIGHTBLUE,32,48,4,0,352,488,372,500
tileinfo,5001,DEMON_HEAD_LIGHTBLUE_1,32,48,0,0,372,476,390,493
tileinfo,5002,DEMON_HEAD_LIGHTBLUE_2,32,48,1,0,390,476,409,504
tileinfo,5003,DEMON_HEAD_LIGHTBLUE_3,32,48,0,0,409,476,430,505
tileinfo,5004,DEMON_HEAD_LIGHTBLUE_4,32,48,4,2,430,476,443,487
tileinfo,5005,DEMON_HEAD_LIGHTBLUE_5,32,48,5,1,430,487,444,500
tileinfo,5006,DEMON_HEAD_LIGHTBLUE_6,32,48,6,0,444,476,453,488
tileinfo,5007,DEMON_HEAD_LIGHTBLUE_7,32,48,1,2,444,488,468,499
tileinfo,5008,DEMON_HEAD_LIGHTBLUE_8,32,48,2,1,468,476,482,489
tileinfo,5009,DEMON_HEAD_LIGHTBLUE_9,32,48,6,0,468,489,478,504
tileinfo,5010,DEMON_HEAD_LIGHTBLUE_10,32,48,2,0,482,476,502,491
tileinfo,5011,DEMON_HEAD_LIGHTBLUE_11,32,48,4,2,482,491,495,503
tileinfo,5012,DEMON_HEAD_LIGHTBLUE_12,32,48,4,2,502,476,515,488
tileinfo,5013,DEMON_HEAD_LIGHTBLUE_13,32,48,4,1,502,488,517,499
tileinfo,5014,DEMON_HEAD_LIGHTBLUE_14,32,48,1,2,517,476,533,490
tileinfo,5015,DEMON_HEAD_LIGHTBLUE_15,32,48,6,2,517,490,528,501
tileinfo,5016,DEMON_HEAD_LIGHTBLUE_16,32,48,3,2,533,476,547,489
tileinfo,5017,DEMON_HEAD_LIGHTBLUE_17,32,48,0,0,547,476,575,499
tileinfo,5018,DEMON_HEAD_LIGHTBLUE_18,32,48,0,1,575,476,591,488
tileinfo,5019,DEMON_HEAD_LIGHTBLUE_19,32,48,3,2,575,488,591,499
tileinfo,5020,DEMON_HEAD_LIGHTBLUE_20,32,48,2,2,591,476,607,493
tileinfo,5021,DEMON_HEAD_LIGHTBLUE_21,32,48,5,0,607,476,621,493
tileinfo,5022,DEMON_HEAD_LIGHTBLUE_22,32,48,2,0,621,476,640,490
tileinfo,5023,DEMON_HEAD_LIGHTBLUE_23,32,48,7,3,621,490,630,500
tileinfo,5024,DEMON_HEAD_LIGHTBLUE_24,32,48,2,3,640,476,661,486
tileinfo,5025,DEMON_HEAD_LIGHTBLUE_25,32,48,2,2,640,486,656,496
tileinfo,5026,DEMON_HEAD_LIGHTBLUE_26,32,48,1,1,661,476,684,488
tileinfo,5027,DEMON_HEAD_LIGHTBLUE_27,32,48,0,2,661,488,677,498
tileinfo,5028,DEMON_HEAD_LIGHTBLUE_28,32,48,2,0,684,476,704,488
tileinfo,5029,DEMON_HEAD_LIGHTGREEN,32,48,4,0,684,488,704,500
tileinfo,5030,DEMON_HEAD_LIGHTGREEN_1,32,48,0,0,704,476,722,493
tileinfo,5031,DEMON_HEAD_LIGHTGREEN_2,32,48,1,0,722,476,741,504
tileinfo,5032,DEMON_HEAD_LIGHTGREEN_3,32,48,0,0,741,476,762,505
tileinfo,5033,DEMON_HEAD_LIGHTGREEN_4,32,48,4,2,762,476,775,487
tileinfo,5034,DEMON_HEAD_LIGHTGREEN_5,32,48,5,1,762,487,776,500
tileinfo,5035,DEMON_HEAD_LIGHTGREEN_6,32,48,6,0,776,476,785,488
tileinfo,5036,DEMON_HEAD_LIGHTGREEN_7,32,48,1,2,776,488,800,499
tileinfo,5037,DEMON_HEAD_LIGHTGREEN_8,32,48,2,1,800,476,814,489
tileinfo,5038,DEMON_HEAD_LIGHTGREEN_9,32,48,6,0,800,489,810,504
tileinfo,5039,DEMON_HEAD_LIGHTGREEN_10,32,48,2,0,814,476,834,491
tileinfo,5040,DEMON_HEAD_LIGHTGREEN_11,32,48,4,2,814,491,827,503
tileinfo,5041,DEMON_HEAD_LIGHTGREEN_12,32,48,4,2,834,476,847,488
tileinfo,5042,DEMON_HEAD_LIGHTGREEN_13,32,48,4,1,834,488,849,499
tileinfo,5043,DEMON_HEAD_LIGHTGREEN_14,32,48,1,2,849,476,865,490
tileinfo,5044,DEMON_HEAD_LIGHTGREEN_15,32,48,6,2,849,490,860,501
tileinfo,5045,DEMON_HEAD_LIGHTGREEN_16,32,48,3,2,865,476,879,489
tileinfo,5046,DEMON_HEAD_LIGHTGREEN_17,32,48,0,0,879,476,907,499
tileinfo,5047,DEMON_HEAD_LIGHTGREEN_18,32,48,0,1,907,476,923,488
tileinfo,5048,DEMON_HEAD_LIGHTGREEN_19,32,48,3,2,907,488,923,499
tileinfo,5049,DEMON_HEAD_LIGHTGREEN_20,32,48,2,2,923,476,939,493
tileinfo,5050,DEMON_HEAD_LIGHTGREEN_21,32,48,5,0,939,476,953,493
tileinfo,5051,DEMON_HEAD_LIGHTGREEN_22,32,48,2,0,953,476,972,490
tileinfo,5052,DEMON_HEAD_LIGHTGREEN_23,32,48,7,3,953,490,962,500
tileinfo,5053,DEMON_HEAD_LIGHTGREEN_24,32,48,2,3,972,476,993,486
tileinfo,5054,DEMON_HEAD_LIGHTGREEN_25,32,48,2,2,972,486,988,496
tileinfo,5055,DEMON_HEAD_LIGHTGREEN_26,32,48,1,1,993,476,1016,488
tileinfo,5056,DEMON_HEAD_LIGHTGREEN_27,32,48,0,2,993,488,1009,498
tileinfo,5057,DEMON_HEAD_LIGHTGREEN_28,32,48,2,0,0,505,20,517
tileinfo,5058,DEMON_HEAD_LIGHTCYAN,32,48,4,0,20,505,40,517
tileinfo,5059,DEMON_HEAD_LIGHTCYAN_1,32,48,0,0,40,505,58,522
tileinfo,5060,DEMON_HEAD_LIGHTCYAN_2,32,48,1,0,58,505,77,533
tileinfo,5061,DEMON_HEAD_LIGHTCYAN_3,32,48,0,0,77,505,98,534
tileinfo,5062,DEMON_HEAD_LIGHTCYAN_4,32,48,4,2,98,505,111,516
tileinfo,5063,DEMON_HEAD_LIGHTCYAN_5,32,48,5,1,98,516,112,529
tileinfo,5064,DEMON_HEAD_LIGHTCYAN_6,32,48,6,0,112,505,121,517
tileinfo,5065,DEMON_HEAD_LIGHTCYAN_7,32,48,1,2,112,517,136,528
tileinfo,5066,DEMON_HEAD_LIGHTCYAN_8,32,48,2,1,136,505,150,518
tileinfo,5067,DEMON_HEAD_LIGHTCYAN_9,32,48,6,0,136,518,146,533
tileinfo,5068,DEMON_HEAD_LIGHTCYAN_10,32,48,2,0,150,505,170,520
tileinfo,5069,DEMON_HEAD_LIGHTCYAN_11,32,48,4,2,150,520,163,532
tileinfo,5070,DEMON_HEAD_LIGHTCYAN_12,32,48,4,2,170,505,183,517
tileinfo,5071,DEMON_HEAD_LIGHTCYAN_13,32,48,4,1,170,517,185,528
tileinfo,5072,DEMON_HEAD_LIGHTCYAN_14,32,48,1,2,185,505,201,519
tileinfo,5073,DEMON_HEAD_LIGHTCYAN_15,32,48,6,2,185,519,196,530
tileinfo,5074,DEMON_HEAD_LIGHTCYAN_16,32,48,3,2,201,505,215,518
tileinfo,5075,DEMON_HEAD_LIGHTCYAN_17,32,48,0,0,215,505,243,528
tileinfo,5076,DEMON_HEAD_LIGHTCYAN_18,32,48,0,1,243,505,259,517
tileinfo,5077,DEMON_HEAD_LIGHTCYAN_19,32,48,3,2,243,517,259,528
tileinfo,5078,DEMON_HEAD_LIGHTCYAN_20,32,48,2,2,259,505,275,522
tileinfo,5079,DEMON_HEAD_LIGHTCYAN_21,32,48,5,0,275,505,289,522
tileinfo,5080,DEMON_HEAD_LIGHTCYAN_22,32,48,2,0,289,505,308,519
tileinfo,5081,DEMON_HEAD_LIGHTCYAN_23,32,48,7,3,289,519,298,529
tileinfo,5082,DEMON_HEAD_LIGHTCYAN_24,32,48,2,3,308,505,329,515
tileinfo,5083,DEMON_HEAD_LIGHTCYAN_25,32,48,2,2,308,515,324,525
tileinfo,5084,DEMON_HEAD_LIGHTCYAN_26,32,48,1,1,329,505,352,517
tileinfo,5085,DEMON_HEAD_LIGHTCYAN_27,32,48,0,2,329,517,345,527
tileinfo,5086,DEMON_HEAD_LIGHTCYAN_28,32,48,2,0,352,505,372,517
tileinfo,5087,DEMON_HEAD_LIGHTMAGENTA,32,48,4,0,352,517,372,529
tileinfo,5088,DEMON_HEAD_LIGHTMAGENTA_1,32,48,0,0,372,505,390,522
tileinfo,5089,DEMON_HEAD_LIGHTMAGENTA_2,32,48,1,0,390,505,409,533
tileinfo,5090,DEMON_HEAD_LIGHTMAGENTA_3,32,48,0,0,409,505,430,534
tileinfo,5091,DEMON_HEAD_LIGHTMAGENTA_4,32,48,4,2,430,505,443,516
tileinfo,5092,DEMON_HEAD_LIGHTMAGENTA_5,32,48,5,1,430,516,444,529
tileinfo,5093,DEMON_HEAD_LIGHTMAGENTA_6,32,48,6,0,444,505,453,517
tileinfo,5094,DEMON_HEAD_LIGHTMAGENTA_7,32,48,1,2,444,517,468,528
tileinfo,5095,DEMON_HEAD_LIGHTMAGENTA_8,32,48,2,1,468,505,482,518
tileinfo,5096,DEMON_HEAD_LIGHTMAGENTA_9,32,48,6,0,468,518,478,533
tileinfo,5097,DEMON_HEAD_LIGHTMAGENTA_10,32,48,2,0,482,505,502,520
tileinfo,5098,DEMON_HEAD_LIGHTMAGENTA_11,32,48,4,2,482,520,495,532
tileinfo,5099,DEMON_HEAD_LIGHTMAGENTA_12,32,48,4,2,502,505,515,517
tileinfo,5100,DEMON_HEAD_LIGHTMAGENTA_13,32,48,4,1,502,517,517,528
tileinfo,5101,DEMON_HEAD_LIGHTMAGENTA_14,32,48,1,2,517,505,533,519
tileinfo,5102,DEMON_HEAD_LIGHTMAGENTA_15,32,48,6,2,517,519,528,530
tileinfo,5103,DEMON_HEAD_LIGHTMAGENTA_16,32,48,3,2,533,505,547,518
tileinfo,5104,DEMON_HEAD_LIGHTMAGENTA_17,32,48,0,0,547,505,575,528
tileinfo,5105,DEMON_HEAD_LIGHTMAGENTA_18,32,48,0,1,575,505,591,517
tileinfo,5106,DEMON_HEAD_LIGHTMAGENTA_19,32,48,3,2,575,517,591,528
tileinfo,5107,DEMON_HEAD_LIGHTMAGENTA_20,32,48,2,2,591,505,607,522
tileinfo,5108,DEMON_HEAD_LIGHTMAGENTA_21,32,48,5,0,607,505,621,522
tileinfo,5109,DEMON_HEAD_LIGHTMAGENTA_22,32,48,2,0,621,505,640,519
tileinfo,5110,DEMON_HEAD_LIGHTMAGENTA_23,32,48,7,3,621,519,630,529
tileinfo,5111,DEMON_HEAD_LIGHTMAGENTA_24,32,48,2,3,640,505,661,515
tileinfo,5112,DEMON_HEAD_LIGHTMAGENTA_25,32,48,2,2,640,515,656,525
tileinfo,5113,DEMON_HEAD_LIGHTMAGENTA_26,32,48,1,1,661,505,684,517
tileinfo,5114,DEMON_HEAD_LIGHTMAGENTA_27,32,48,0,2,661,517,677,527
tileinfo,5115,DEMON_HEAD_LIGHTMAGENTA_28,32,48,2,0,684,505,704,517
tileinfo,5116,DEMON_HEAD_YELLOW,32,48,4,0,684,517,704,529
tileinfo,5117,DEMON_HEAD_YELLOW_1,32,48,0,0,704,505,722,522
tileinfo,5118,DEMON_HEAD_YELLOW_2,32,48,1,0,722,505,741,533
tileinfo,5119,DEMON_HEAD_YELLOW_3,32,48,0,0,741,505,762,534
tileinfo,5120,DEMON_HEAD_YELLOW_4,32,48,4,2,762,505,775,516
tileinfo,5121,DEMON_HEAD_YELLOW_5,32,48,5,1,762,516,776,529
tileinfo,5122,DEMON_HEAD_YELLOW_6,32,48,6,0,776,505,785,517
tileinfo,5123,DEMON_HEAD_YELLOW_7,32,48,1,2,776,517,800,528
tileinfo,5124,DEMON_HEAD_YELLOW_8,32,48,2,1,800,505,814,518
tileinfo,5125,DEMON_HEAD_YELLOW_9,32,48,6,0,800,518,810,533
tileinfo,5126,DEMON_HEAD_YELLOW_10,32,48,2,0,814,505,834,520
tileinfo,5127,DEMON_HEAD_YELLOW_11,32,48,4,2,814,520,827,532
tileinfo,5128,DEMON_HEAD_YELLOW_12,32,48,4,2,834,505,847,517
tileinfo,5129,DEMON_HEAD_YELLOW_13,32,48,4,1,834,517,849,528
tileinfo,5130,DEMON_HEAD_YELLOW_14,32,48,1,2,849,505,865,519
tileinfo,5131,DEMON_HEAD_YELLOW_15,32,48,6,2,849,519,860,530
tileinfo,5132,DEMON_HEAD_YELLOW_16,32,48,3,2,865,505,879,518
tileinfo,5133,DEMON_HEAD_YELLOW_17,32,48,0,0,879,505,907,528
tileinfo,5134,DEMON_HEAD_YELLOW_18,32,48,0,1,907,505,923,517
tileinfo,5135,DEMON_HEAD_YELLOW_19,32,48,3,2,907,517,923,528
tileinfo,5136,DEMON_HEAD_YELLOW_20,32,48,2,2,923,505,939,522
tileinfo,5137,DEMON_HEAD_YELLOW_21,32,48,5,0,939,505,953,522
tileinfo,5138,DEMON_HEAD_YELLOW_22,32,48,2,0,953,505,972,519
tileinfo,5139,DEMON_HEAD_YELLOW_23,32,48,7,3,953,519,962,529
tileinfo,5140,DEMON_HEAD_YELLOW_24,32,48,2,3,972,505,993,515
tileinfo,5141,DEMON_HEAD_YELLOW_25,32,48,2,2,972,515,988,525
tileinfo,5142,DEMON_HEAD_YELLOW_26,32,48,1,1,993,505,1016,517
tileinfo,5143,DEMON_HEAD_YELLOW_27,32,48,0,2,993,517,1009,527
tileinfo,5144,DEMON_HEAD_YELLOW_28,32,48,2,0,0,534,20,546
tileinfo,5145,DEMON_HEAD_WHITE,32,48,4,0,20,534,40,546
tileinfo,5146,DEMON_HEAD_WHITE_1,32,48,0,0,40,534,58,551
tileinfo,5147,DEMON_HEAD_WHITE_2,32,48,1,0,58,534,77,562
tileinfo,5148,DEMON_HEAD_WHITE_3,32,48,0,0,77,534,98,563
tileinfo,5149,DEMON_HEAD_WHITE_4,32,48,4,2,98,534,111,545
tileinfo,5150,DEMON_HEAD_WHITE_5,32,48,5,1,98,545,112,558
tileinfo,5151,DEMON_HEAD_WHITE_6,32,48,6,0,112,534,121,546
tileinfo,5152,DEMON_HEAD_WHITE_7,32,48,1,2,112,546,136,557
tileinfo,5153,DEMON_HEAD_WHITE_8,32,48,2,1,136,534,150,547
tileinfo,5154,DEMON_HEAD_WHITE_9,32,48,6,0,136,547,146,562
tileinfo,5155,DEMON_HEAD_WHITE_10,32,48,2,0,150,534,170,549
tileinfo,5156,DEMON_HEAD_WHITE_11,32,48,4,2,150,549,163,561
tileinfo,5157,DEMON_HEAD_WHITE_12,32,48,4,2,170,534,183,546
tileinfo,5158,DEMON_HEAD_WHITE_13,32,48,4,1,170,546,185,557
tileinfo,5159,DEMON_HEAD_WHITE_14,32,48,1,2,185,534,201,548
tileinfo,5160,DEMON_HEAD_WHITE_15,32,48,6,2,185,548,196,559
tileinfo,5161,DEMON_HEAD_WHITE_16,32,48,3,2,201,534,215,547
tileinfo,5162,DEMON_HEAD_WHITE_17,32,48,0,0,215,534,243,557
tileinfo,5163,DEMON_HEAD_WHITE_18,32,48,0,1,243,534,259,546
tileinfo,5164,DEMON_HEAD_WHITE_19,32,48,3,2,243,546,259,557
tileinfo,5165,DEMON_HEAD_WHITE_20,32,48,2,2,259,534,275,551
tileinfo,5166,DEMON_HEAD_WHITE_21,32,48,5,0,275,534,289,551
tileinfo,5167,DEMON_HEAD_WHITE_22,32,48,2,0,289,534,308,548
tileinfo,5168,DEMON_HEAD_WHITE_23,32,48,7,3,289,548,298,558
tileinfo,5169,DEMON_HEAD_WHITE_24,32,48,2,3,308,534,329,544
tileinfo,5170,DEMON_HEAD_WHITE_25,32,48,2,2,308,544,324,554
tileinfo,5171,DEMON_HEAD_WHITE_26,32,48,1,1,329,534,352,546
tileinfo,5172,DEMON_HEAD_WHITE_27,32,48,0,2,329,546,345,556
tileinfo,5173,DEMON_HEAD_WHITE_28,32,48,2,0,352,534,372,546
tileinfo,5174,DEMON_WINGS,32,48,0,3,372,534,404,555
tileinfo,5175,DEMON_WINGS_1,32,48,3,0,404,534,433,554
tileinfo,5176,DEMON_WINGS_2,32,48,2,0,433,534,463,565
tileinfo,5177,DEMON_WINGS_3,32,48,1,4,463,534,494,556
tileinfo,5178,DEMON_WINGS_4,32,48,5,1,494,534,518,556
tileinfo,5179,DEMON_WINGS_5,32,48,0,6,518,534,550,552
tileinfo,5180,DEMON_WINGS_6,32,48,0,0,550,534,582,566
tileinfo,5181,DEMON_WINGS_7,32,48,2,0,582,534,612,553
tileinfo,5182,DEMON_WINGS_8,32,48,0,0,612,534,644,566
tileinfo,5183,DEMON_WINGS_9,32,48,0,1,644,534,675,565
tileinfo,5184,DEMON_WINGS_10,32,48,1,6,675,534,706,547
tileinfo,5185,DEMON_WINGS_11,32,48,3,0,706,534,734,556
tileinfo,5186,DEMON_WINGS_12,32,48,1,5,734,534,764,544
tileinfo,5187,DEMON_WINGS_RED,32,48,0,3,734,544,766,565
tileinfo,5188,DEMON_WINGS_RED_1,32,48,3,0,766,534,795,554
tileinfo,5189,DEMON_WINGS_RED_2,32,48,2,0,795,534,825,565
tileinfo,5190,DEMON_WINGS_RED_3,32,48,1,4,825,534,856,556
tileinfo,5191,DEMON_WINGS_RED_4,32,48,5,1,856,534,880,556
tileinfo,5192,DEMON_WINGS_RED_5,32,48,0,6,880,534,912,552
tileinfo,5193,DEMON_WINGS_RED_6,32,48,0,0,912,534,944,566
tileinfo,5194,DEMON_WINGS_RED_7,32,48,2,0,944,534,974,553
tileinfo,5195,DEMON_WINGS_RED_8,32,48,0,0,974,534,1006,566
tileinfo,5196,DEMON_WINGS_RED_9,32,48,0,1,0,566,31,597
tileinfo,5197,DEMON_WINGS_RED_10,32,48,1,6,31,566,62,579
tileinfo,5198,DEMON_WINGS_RED_11,32,48,3,0,62,566,90,588
tileinfo,5199,DEMON_WINGS_RED_12,32,48,1,5,90,566,120,576
tileinfo,5200,DEMON_WINGS_BLUE,32,48,0,3,120,566,152,587
tileinfo,5201,DEMON_WINGS_BLUE_1,32,48,3,0,152,566,181,586
tileinfo,5202,DEMON_WINGS_BLUE_2,32,48,2,0,181,566,211,597
tileinfo,5203,DEMON_WINGS_BLUE_3,32,48,1,4,211,566,242,588
tileinfo,5204,DEMON_WINGS_BLUE_4,32,48,5,1,242,566,266,588
tileinfo,5205,DEMON_WINGS_BLUE_5,32,48,0,6,266,566,298,584
tileinfo,5206,DEMON_WINGS_BLUE_6,32,48,0,0,298,566,330,598
tileinfo,5207,DEMON_WINGS_BLUE_7,32,48,2,0,330,566,360,585
tileinfo,5208,DEMON_WINGS_BLUE_8,32,48,0,0,360,566,392,598
tileinfo,5209,DEMON_WINGS_BLUE_9,32,48,0,1,392,566,423,597
tileinfo,5210,DEMON_WINGS_BLUE_10,32,48,1,6,423,566,454,579
tileinfo,5211,DEMON_WINGS_BLUE_11,32,48,3,0,454,566,482,588
tileinfo,5212,DEMON_WINGS_BLUE_12,32,48,1,5,482,566,512,576
tileinfo,5213,DEMON_WINGS_GREEN,32,48,0,3,482,576,514,597
tileinfo,5214,DEMON_WINGS_GREEN_1,32,48,3,0,514,566,543,586
tileinfo,5215,DEMON_WINGS_GREEN_2,32,48,2,0,543,566,573,597
tileinfo,5216,DEMON_WINGS_GREEN_3,32,48,1,4,573,566,604,588
tileinfo,5217,DEMON_WINGS_GREEN_4,32,48,5,1,604,566,628,588
tileinfo,5218,DEMON_WINGS_GREEN_5,32,48,0,6,628,566,660,584
tileinfo,5219,DEMON_WINGS_GREEN_6,32,48,0,0,660,566,692,598
tileinfo,5220,DEMON_WINGS_GREEN_7,32,48,2,0,692,566,722,585
tileinfo,5221,DEMON_WINGS_GREEN_8,32,48,0,0,722,566,754,598
tileinfo,5222,DEMON_WINGS_GREEN_9,32,48,0,1,754,566,785,597
tileinfo,5223,DEMON_WINGS_GREEN_10,32,48,1,6,785,566,816,579
tileinfo,5224,DEMON_WINGS_GREEN_11,32,48,3,0,816,566,844,588
tileinfo,5225,DEMON_WINGS_GREEN_12,32,48,1,5,844,566,874,576
tileinfo,5226,DEMON_WINGS_MAGENTA,32,48,0,3,844,576,876,597
tileinfo,5227,DEMON_WINGS_MAGENTA_1,32,48,3,0,876,566,905,586
tileinfo,5228,DEMON_WINGS_MAGENTA_2,32,48,2,0,905,566,935,597
tileinfo,5229,DEMON_WINGS_MAGENTA_3,32,48,1,4,935,566,966,588
tileinfo,5230,DEMON_WINGS_MAGENTA_4,32,48,5,1,966,566,990,588
tileinfo,5231,DEMON_WINGS_MAGENTA_5,32,48,0,6,990,566,1022,584
tileinfo,5232,DEMON_WINGS_MAGENTA_6,32,48,0,0,0,598,32,630
tileinfo,5233,DEMON_WINGS_MAGENTA_7,32,48,2,0,32,598,62,617
tileinfo,5234,DEMON_WINGS_MAGENTA_8,32,48,0,0,62,598,94,630
tileinfo,5235,DEMON_WINGS_MAGENTA_9,32,48,0,1,94,598,125,629
tileinfo,5236,DEMON_WINGS_MAGENTA_10,32,48,1,6,125,598,156,611
tileinfo,5237,DEMON_WINGS_MAGENTA_11,32,48,3,0,156,598,184,620
tileinfo,5238,DEMON_WINGS_MAGENTA_12,32,48,1,5,184,598,214,608
tileinfo,5239,DEMON_WINGS_BROWN,32,48,0,3,184,608,216,629
tileinfo,5240,DEMON_WINGS_BROWN_1,32,48,3,0,216,598,245,618
tileinfo,5241,DEMON_WINGS_BROWN_2,32,48,2,0,245,598,275,629
tileinfo,5242,DEMON_WINGS_BROWN_3,32,48,1,4,275,598,306,620
tileinfo,5243,DEMON_WINGS_BROWN_4,32,48,5,1,306,598,330,620
tileinfo,5244,DEMON_WINGS_BROWN_5,32,48,0,6,330,598,362,616
tileinfo,5245,DEMON_WINGS_BROWN_6,32,48,0,0,362,598,394,630
tileinfo,5246,DEMON_WINGS_BROWN_7,32,48,2,0,394,598,424,617
tileinfo,5247,DEMON_WINGS_BROWN_8,32,48,0,0,424,598,456,630
tileinfo,5248,DEMON_WINGS_BROWN_9,32,48,0,1,456,598,487,629
tileinfo,5249,DEMON_WINGS_BROWN_10,32,48,1,6,487,598,518,611
tileinfo,5250,DEMON_WINGS_BROWN_11,32,48,3,0,518,598,546,620
tileinfo,5251,DEMON_WINGS_BROWN_12,32,48,1,5,546,598,576,608
tileinfo,5252,DEMON_WINGS_LIGHTGRAY,32,48,0,3,546,608,578,629
tileinfo,5253,DEMON_WINGS_LIGHTGRAY_1,32,48,3,0,578,598,607,618
tileinfo,5254,DEMON_WINGS_LIGHTGRAY_2,32,48,2,0,607,598,637,629
tileinfo,5255,DEMON_WINGS_LIGHTGRAY_3,32,48,1,4,637,598,668,620
tileinfo,5256,DEMON_WINGS_LIGHTGRAY_4,32,48,5,1,668,598,692,620
tileinfo,5257,DEMON_WINGS_LIGHTGRAY_5,32,48,0,6,692,598,724,616
tileinfo,5258,DEMON_WINGS_LIGHTGRAY_6,32,48,0,0,724,598,756,630
tileinfo,5259,DEMON_WINGS_LIGHTGRAY_7,32,48,2,0,756,598,786,617
tileinfo,5260,DEMON_WINGS_LIGHTGRAY_8,32,48,0,0,786,598,818,630
tileinfo,5261,DEMON_WINGS_LIGHTGRAY_9,32,48,0,1,818,598,849,629
tileinfo,5262,DEMON_WINGS_LIGHTGRAY_10,32,48,1,6,849,598,880,611
tileinfo,5263,DEMON_WINGS_LIGHTGRAY_11,32,48,3,0,880,598,908,620
tileinfo,5264,DEMON_WINGS_LIGHTGRAY_12,32,48,1,5,908,598,938,608
tileinfo,5265,DEMON_WINGS_DARKGRAY,32,48,0,3,908,608,940,629
tileinfo,5266,DEMON_WINGS_DARKGRAY_1,32,48,3,0,940,598,969,618
tileinfo,5267,DEMON_WINGS_DARKGRAY_2,32,48,2,0,969,598,999,629
tileinfo,5268,DEMON_WINGS_DARKGRAY_3,32,48,1,4,0,630,31,652
tileinfo,5269,DEMON_WINGS_DARKGRAY_4,32,48,5,1,31,630,55,652
tileinfo,5270,DEMON_WINGS_DARKGRAY_5,32,48,0,6,55,630,87,648
tileinfo,5271,DEMON_WINGS_DARKGRAY_6,32,48,0,0,87,630,119,662
tileinfo,5272,DEMON_WINGS_DARKGRAY_7,32,48,2,0,119,630,149,649
tileinfo,5273,DEMON_WINGS_DARKGRAY_8,32,48,0,0,149,630,181,662
tileinfo,5274,DEMON_WINGS_DARKGRAY_9,32,48,0,1,181,630,212,661
tileinfo,5275,DEMON_WINGS_DARKGRAY_10,32,48,1,6,212,630,243,643
tileinfo,5276,DEMON_WINGS_DARKGRAY_11,32,48,3,0,243,630,271,652
tileinfo,5277,DEMON_WINGS_DARKGRAY_12,32,48,1,5,271,630,301,640
tileinfo,5278,DEMON_WINGS_LIGHTRED,32,48,0,3,271,640,303,661
tileinfo,5279,DEMON_WINGS_LIGHTRED_1,32,48,3,0,303,630,332,650
tileinfo,5280,DEMON_WINGS_LIGHTRED_2,32,48,2,0,332,630,362,661
